time_spent,app_switches,hour_of_day,day_of_week,violations,session_gap,previous_usage,focus_sessions,addiction_score,relapse_risk,label,interaction_intensity,discipline_score,usage_pressure,night_flag
344,21,0,0,5,3,270,0,19.52,0,distracted,7224,-25,67.5,1
307,20,4,6,2,8,223,1,15.209999999999999,1,addicted,6140,0,24.77777777777778,1
102,9,8,0,1,6,170,2,5.859999999999999,0,focused,918,15,24.285714285714285,0
44,7,16,1,1,34,11,5,3.72,0,focused,308,45,0.3142857142857143,0
81,6,8,6,2,9,116,0,5.63,0,focused,486,-10,11.6,0
73,6,10,3,0,33,37,3,3.3899999999999997,0,focused,438,30,1.088235294117647,0
72,1,14,0,1,58,56,5,3.3599999999999994,0,distracted,72,45,0.9491525423728814,0
354,31,23,2,2,1,314,0,18.82,0,distracted,10974,-10,157.0,1
76,9,5,3,2,26,135,3,6.08,0,distracted,684,20,5.0,0
263,14,22,2,2,8,163,1,12.69,0,addicted,3682,0,18.11111111111111,1
235,30,2,6,2,3,196,1,15.05,0,distracted,7050,0,49.0,1
62,3,16,2,1,24,25,1,3.4599999999999995,0,focused,186,5,1.0,0
375,29,4,0,5,8,343,1,22.05,0,addicted,10875,-15,38.111111111111114,1
53,6,11,3,1,58,59,4,3.79,0,focused,318,35,1.0,0
49,2,17,5,1,35,54,3,2.87,0,focused,98,25,1.5,0
42,4,13,4,1,55,16,3,3.06,0,focused,168,25,0.2857142857142857,0
99,18,20,0,3,12,103,1,9.57,0,focused,1782,-5,7.923076923076923,0
164,15,23,0,5,1,202,1,12.919999999999998,0,distracted,2460,-15,101.0,1
47,6,10,5,1,58,73,5,3.6100000000000003,1,focused,282,45,1.2372881355932204,0
78,11,8,3,3,17,149,1,7.540000000000001,0,focused,858,-5,8.277777777777779,0
219,27,1,3,2,3,319,1,13.969999999999999,0,addicted,5913,0,79.75,1
19,5,11,6,0,41,22,1,1.5699999999999998,0,focused,95,10,0.5238095238095238,0
165,17,2,2,4,5,168,0,12.35,0,addicted,2805,-20,28.0,1
370,17,2,6,3,6,195,0,17.5,0,addicted,6290,-15,27.857142857142858,1
122,32,0,5,3,3,226,1,13.059999999999999,0,addicted,3904,-5,56.5,1
104,13,7,6,2,19,96,2,7.720000000000001,0,focused,1352,10,4.8,0
138,12,21,5,0,5,146,1,6.540000000000001,0,distracted,1656,10,24.333333333333332,0
149,8,7,3,1,16,192,3,7.0699999999999985,0,focused,1192,25,11.294117647058824,0
43,3,10,2,0,51,117,4,1.89,0,focused,129,40,2.25,0
107,3,8,6,2,25,104,3,5.8100000000000005,1,focused,321,20,4.0,0
370,13,4,0,5,2,264,1,18.7,0,addicted,4810,-15,88.0,1
17,4,13,1,0,57,35,2,1.31,0,focused,68,20,0.603448275862069,0
389,15,2,4,3,8,244,0,17.669999999999998,0,addicted,5835,-15,27.11111111111111,1
42,14,20,0,3,29,144,2,7.06,0,distracted,588,5,4.8,0
285,20,4,3,2,7,291,1,14.55,0,addicted,5700,0,36.375,1
260,13,4,4,4,2,283,0,14.4,0,distracted,3380,-20,94.33333333333333,1
69,10,18,1,0,12,153,0,4.07,0,focused,690,0,11.76923076923077,0
69,1,13,1,0,41,96,5,2.27,0,distracted,69,50,2.2857142857142856,0
132,29,3,2,2,7,173,1,11.76,0,addicted,3828,0,21.625,1
77,2,12,4,1,41,14,2,3.7099999999999995,0,focused,154,15,0.3333333333333333,0
24,7,9,2,0,28,116,2,2.12,0,distracted,168,20,4.0,0
18,7,17,0,1,57,31,3,2.94,0,focused,126,25,0.5344827586206896,0
44,3,7,5,1,24,82,0,2.92,0,distracted,132,-5,3.28,0
106,9,7,5,3,17,156,0,7.9799999999999995,0,distracted,954,-15,8.666666666666666,0
40,14,6,5,3,18,145,1,7.0,0,distracted,560,-5,7.631578947368421,0
186,6,7,4,2,20,112,3,8.78,0,addicted,1116,20,5.333333333333333,0
49,5,13,5,1,51,46,2,3.47,0,focused,245,15,0.8846153846153846,0
150,17,18,0,1,10,66,3,8.9,0,focused,2550,25,6.0,0
88,7,5,2,2,5,151,3,6.04,0,focused,616,20,25.166666666666668,0
388,23,0,4,4,6,336,1,20.24,0,addicted,8924,-10,48.0,1
257,28,22,2,4,3,369,0,17.31,0,addicted,7196,-20,92.25,1
66,2,14,4,1,57,71,5,3.38,0,focused,132,45,1.2241379310344827,0
365,28,0,2,2,4,255,0,18.55,0,addicted,10220,-10,51.0,1
31,5,16,1,1,29,74,5,2.9299999999999997,0,distracted,155,45,2.466666666666667,0
291,18,0,2,4,6,175,0,16.330000000000002,1,addicted,5238,-20,25.0,1
43,2,14,5,1,33,49,1,2.69,1,focused,86,5,1.4411764705882353,0
181,23,22,1,4,3,188,0,14.030000000000001,0,addicted,4163,-20,47.0,1
199,25,1,2,5,7,219,1,15.969999999999999,1,distracted,4975,-15,27.375,1
18,7,13,4,1,36,100,5,2.94,0,focused,126,45,2.7027027027027026,0
93,9,20,4,1,20,61,2,5.59,1,focused,837,15,2.9047619047619047,0
170,8,7,4,3,17,163,2,9.7,0,addicted,1360,5,9.055555555555555,0
162,15,7,3,1,9,145,2,8.86,0,distracted,2430,15,14.5,0
175,12,18,0,3,12,160,0,10.65,0,addicted,2100,-15,12.307692307692308,0
157,6,6,4,1,28,119,3,6.909999999999999,0,focused,942,25,4.103448275862069,0
180,8,18,1,3,6,194,0,10.0,0,addicted,1440,-15,27.714285714285715,0
138,14,5,4,2,19,161,0,8.940000000000001,0,distracted,1932,-10,8.05,0
73,10,5,3,2,16,96,1,6.1899999999999995,0,focused,730,0,5.647058823529412,0
286,22,2,5,5,1,315,0,17.98,0,addicted,6292,-25,157.5,1
119,19,6,1,0,8,182,3,7.369999999999999,0,distracted,2261,30,20.22222222222222,0
185,3,18,3,2,27,97,0,8.15,1,focused,555,-10,3.4642857142857144,0
135,7,7,5,1,22,70,3,6.45,0,distracted,945,25,3.0434782608695654,0
71,1,9,6,0,21,75,1,2.33,0,focused,71,10,3.409090909090909,0
49,3,19,6,3,17,124,0,5.07,0,addicted,147,-15,6.888888888888889,0
58,4,14,1,0,53,82,2,2.54,0,distracted,232,20,1.5185185185185186,0
26,4,14,2,0,48,51,1,1.58,0,focused,104,10,1.0408163265306123,0
254,23,0,0,2,8,177,1,14.219999999999999,0,distracted,5842,0,19.666666666666668,1
32,7,19,0,1,19,100,3,3.3600000000000003,0,distracted,224,25,5.0,0
102,11,6,3,1,21,83,0,6.26,0,distracted,1122,-5,3.772727272727273,0
188,18,3,5,2,1,238,1,11.24,0,addicted,3384,0,119.0,1
39,8,5,0,2,28,189,1,4.7700000000000005,0,addicted,312,0,6.517241379310345,0
193,24,0,5,4,4,291,1,14.59,1,addicted,4632,-10,58.2,1
229,27,4,5,4,6,168,0,16.27,1,addicted,6183,-20,24.0,1
231,15,22,3,5,3,232,1,14.930000000000001,0,addicted,3465,-15,58.0,1
309,19,0,3,4,4,182,0,17.07,1,distracted,5871,-20,36.4,1
266,20,3,3,5,6,289,0,16.98,0,addicted,5320,-25,41.285714285714285,1
32,18,21,0,2,14,156,3,6.56,0,focused,576,20,10.4,0
274,30,1,6,5,2,162,1,19.22,0,addicted,8220,-15,54.0,1
30,6,9,3,1,50,69,5,3.1,0,focused,180,45,1.3529411764705883,0
351,32,4,0,4,3,239,1,20.93,1,addicted,11232,-10,59.75,1
24,3,9,3,0,29,88,1,1.3199999999999998,0,focused,72,10,2.933333333333333,0
252,14,0,4,5,2,303,1,15.36,0,addicted,3528,-15,101.0,1
107,7,21,5,3,13,181,3,7.609999999999999,0,distracted,749,15,12.928571428571429,0
193,8,5,3,3,8,87,0,10.39,0,distracted,1544,-15,9.666666666666666,0
19,1,12,1,1,48,87,4,1.77,0,distracted,19,35,1.7755102040816326,0
22,6,14,5,0,37,42,5,1.86,0,focused,132,50,1.105263157894737,0
188,15,3,5,3,3,197,1,11.64,0,distracted,2820,-5,49.25,1
40,5,12,3,0,46,81,5,2.2,0,focused,200,50,1.7234042553191489,0
397,26,23,6,4,4,277,0,21.11,0,addicted,10322,-20,55.4,1
182,12,19,2,3,28,112,0,10.86,0,addicted,2184,-15,3.8620689655172415,0
265,31,23,6,5,2,154,1,19.15,0,addicted,8215,-15,51.333333333333336,1
79,3,14,3,0,33,47,1,2.9699999999999998,0,focused,237,10,1.3823529411764706,0
162,8,7,5,1,10,159,2,7.459999999999999,0,distracted,1296,15,14.454545454545455,0
208,18,4,1,5,3,367,1,14.84,0,addicted,3744,-15,91.75,1
10,1,14,5,0,35,60,3,0.5,1,focused,10,30,1.6666666666666667,0
376,30,3,6,3,9,337,0,20.28,1,distracted,11280,-15,33.7,1
58,2,11,1,0,58,92,1,2.1399999999999997,0,focused,116,10,1.5593220338983051,0
69,3,12,0,1,21,23,5,3.6700000000000004,0,distracted,207,45,1.0454545454545454,0
295,16,1,4,5,8,226,1,17.05,0,distracted,4720,-15,25.11111111111111,1
72,16,18,5,2,22,149,2,7.359999999999999,0,focused,1152,10,6.478260869565218,0
196,3,18,3,2,11,56,3,8.48,0,addicted,588,20,4.666666666666667,0
361,16,3,0,2,5,250,0,16.03,0,distracted,5776,-10,41.666666666666664,1
333,16,3,4,2,6,262,1,15.189999999999998,0,addicted,5328,0,37.42857142857143,1
51,3,10,3,0,22,37,1,2.13,0,focused,153,10,1.608695652173913,0
245,26,4,2,2,4,202,0,14.55,0,addicted,6370,-10,40.4,1
49,19,19,3,0,14,184,0,5.2700000000000005,0,addicted,931,0,12.266666666666667,0
11,6,10,1,1,25,54,5,2.5300000000000002,0,focused,66,45,2.076923076923077,0
41,1,9,1,0,49,34,5,1.43,0,distracted,41,50,0.68,0
87,4,7,2,0,22,106,0,3.4099999999999993,0,focused,348,0,4.608695652173913,0
115,7,5,0,3,20,167,1,7.85,0,distracted,805,-5,7.9523809523809526,0
191,16,5,4,3,27,175,3,11.93,0,focused,3056,15,6.25,0
189,16,7,3,3,29,85,3,11.87,0,distracted,3024,15,2.8333333333333335,0
210,33,22,1,5,9,180,0,17.9,1,addicted,6930,-25,18.0,1
30,4,14,0,0,23,77,2,1.7,1,distracted,120,20,3.2083333333333335,0
54,4,13,2,0,42,25,5,2.42,1,focused,216,50,0.5813953488372093,0
69,6,10,6,0,35,14,3,3.2700000000000005,0,focused,414,30,0.3888888888888889,0
56,3,11,5,1,47,19,1,3.28,1,distracted,168,5,0.3958333333333333,0
25,5,12,6,1,55,29,5,2.75,0,focused,125,45,0.5178571428571429,0
68,8,7,6,1,15,88,1,4.64,0,focused,544,5,5.5,0
63,6,17,1,1,36,46,2,4.09,0,focused,378,15,1.2432432432432432,0
290,22,0,2,5,2,276,0,18.1,0,addicted,6380,-25,92.0,1
19,5,14,3,1,53,90,4,2.57,0,focused,95,35,1.6666666666666667,0
132,15,7,6,3,16,51,0,9.959999999999999,0,focused,1980,-15,3.0,0
67,6,10,6,1,48,44,3,4.209999999999999,0,focused,402,25,0.8979591836734694,0
18,7,11,4,1,22,102,3,2.94,0,focused,126,25,4.434782608695652,0
53,6,11,1,1,24,96,2,3.79,1,focused,318,15,3.84,0
166,10,3,1,4,2,327,1,10.98,0,addicted,1660,-10,109.0,1
51,4,15,3,1,24,59,5,3.3299999999999996,0,distracted,204,45,2.36,0
278,21,3,5,2,1,303,1,14.539999999999997,0,addicted,5838,0,151.5,1
390,27,4,0,2,7,151,0,19.1,0,distracted,10530,-10,18.875,1
269,19,23,4,3,1,179,1,14.87,1,distracted,5111,-5,89.5,1
253,12,4,1,2,5,354,1,11.989999999999998,0,addicted,3036,0,59.0,1
56,6,7,4,1,28,89,0,3.88,0,distracted,336,-5,3.0689655172413794,0
27,1,9,1,1,42,119,2,2.0100000000000002,0,focused,27,15,2.7674418604651163,0
22,4,16,4,0,23,48,5,1.46,0,focused,88,50,2.0,0
198,7,8,2,2,22,181,2,9.34,0,focused,1386,10,7.869565217391305,0
37,19,21,6,0,28,77,2,4.91,1,focused,703,20,2.6551724137931036,0
110,7,18,1,1,10,75,0,5.7,0,addicted,770,-5,6.818181818181818,0
56,3,13,4,1,32,110,3,3.28,0,focused,168,25,3.3333333333333335,0
110,6,7,0,0,12,68,3,4.5,0,distracted,660,30,5.230769230769231,0
104,15,8,2,2,14,116,0,8.120000000000001,0,addicted,1560,-10,7.733333333333333,0
197,5,21,2,3,28,66,3,9.91,0,focused,985,15,2.2758620689655173,0
15,2,10,0,0,54,38,5,0.85,0,focused,30,50,0.6909090909090909,0
195,23,22,4,5,5,173,1,15.45,1,addicted,4485,-15,28.833333333333332,1
125,30,0,3,2,4,280,0,11.75,0,addicted,3750,-10,56.0,1
51,5,13,0,1,46,42,4,3.53,0,focused,255,35,0.8936170212765957,0
202,22,4,4,4,6,170,1,14.459999999999999,1,addicted,4444,-10,24.285714285714285,1
187,9,20,0,3,22,144,2,10.41,0,distracted,1683,5,6.260869565217392,0
23,4,13,0,1,32,12,2,2.4899999999999998,0,focused,92,15,0.36363636363636365,0
294,12,3,1,2,8,390,0,13.219999999999999,0,addicted,3528,-10,43.333333333333336,1
79,16,21,4,0,7,89,3,5.57,0,distracted,1264,30,11.125,0
235,29,22,3,5,6,357,1,17.85,1,addicted,6815,-15,51.0,1
271,23,0,6,3,6,286,0,15.73,0,distracted,6233,-15,40.857142857142854,1
170,7,21,1,1,25,100,3,7.5,0,focused,1190,25,3.8461538461538463,0
133,22,22,0,2,2,389,0,10.39,0,distracted,2926,-10,129.66666666666666,1
117,10,18,6,0,10,193,3,5.51,0,distracted,1170,30,17.545454545454547,0
92,14,7,5,3,9,183,2,8.559999999999999,0,distracted,1288,5,18.3,0
12,6,14,6,0,27,47,4,1.56,0,focused,72,40,1.6785714285714286,0
109,12,20,0,3,26,127,2,8.669999999999998,1,distracted,1308,5,4.703703703703703,0
46,2,14,0,1,21,108,2,2.78,0,distracted,92,15,4.909090909090909,0
91,3,8,4,0,20,58,0,3.3299999999999996,0,addicted,273,0,2.761904761904762,0
166,14,20,4,2,13,192,1,9.78,0,focused,2324,0,13.714285714285714,0
163,9,8,1,2,12,162,2,8.690000000000001,0,focused,1467,10,12.461538461538462,0
28,7,9,3,0,37,49,4,2.2399999999999998,0,focused,196,40,1.2894736842105263,0
194,14,19,1,0,24,158,0,8.62,0,distracted,2716,0,6.32,0
193,10,20,2,3,5,66,0,10.790000000000001,0,focused,1930,-15,11.0,0
95,15,8,0,0,24,109,0,5.85,0,addicted,1425,0,4.36,0
283,10,2,6,3,9,371,1,13.489999999999998,0,distracted,2830,-5,37.1,1
54,12,19,5,2,27,184,1,6.0200000000000005,0,distracted,648,0,6.571428571428571,0
66,4,10,0,1,33,91,3,3.78,1,focused,264,25,2.676470588235294,0
100,14,5,0,0,7,139,3,5.8,0,focused,1400,30,17.375,0
365,25,1,1,4,3,306,1,19.95,0,addicted,9125,-10,76.5,1
45,3,6,5,3,6,105,2,4.95,0,addicted,135,5,15.0,0
31,5,17,5,1,32,74,1,2.9299999999999997,0,focused,155,5,2.242424242424242,0
170,24,1,5,3,4,255,0,12.9,0,addicted,4080,-15,51.0,1
64,3,16,1,0,47,80,1,2.52,0,distracted,192,10,1.6666666666666667,0
55,7,10,0,0,57,30,2,3.05,0,focused,385,20,0.5172413793103449,0
79,5,11,1,0,52,114,4,3.37,0,distracted,395,40,2.150943396226415,0
66,16,18,4,0,12,126,0,5.18,0,focused,1056,0,9.692307692307692,0
47,8,21,4,3,26,74,3,6.01,0,focused,376,15,2.740740740740741,0
313,26,23,1,5,2,251,0,19.589999999999996,0,addicted,8138,-25,83.66666666666667,1
109,15,6,5,1,24,112,3,7.269999999999999,0,focused,1635,25,4.48,0
107,18,19,0,3,20,126,1,9.809999999999999,0,distracted,1926,-5,6.0,0
134,15,5,1,0,8,58,2,7.019999999999999,0,distracted,2010,20,6.444444444444445,0
151,8,20,1,2,29,103,3,8.129999999999999,0,focused,1208,20,3.433333333333333,0
175,32,23,1,2,6,349,0,13.65,0,addicted,5600,-10,49.857142857142854,1
197,31,0,2,5,1,164,1,17.11,0,addicted,6107,-15,82.0,1
49,1,16,4,0,46,108,4,1.67,0,focused,49,40,2.297872340425532,0
57,7,10,6,1,52,42,2,4.109999999999999,0,focused,399,15,0.7924528301886793,0
59,15,21,5,3,11,94,1,7.7700000000000005,0,addicted,885,-5,7.833333333333333,0
65,4,17,3,0,39,88,5,2.75,1,focused,260,50,2.2,0
79,4,20,6,0,19,143,1,3.17,0,distracted,316,10,7.15,0
70,7,16,5,0,38,118,2,3.5,0,focused,490,20,3.0256410256410255,0
95,8,6,3,3,25,163,2,7.45,0,focused,760,5,6.269230769230769,0
52,3,16,2,1,34,112,1,3.16,0,focused,156,5,3.2,0
64,4,19,1,0,26,80,2,2.7199999999999998,0,distracted,256,20,2.962962962962963,0
113,9,8,2,3,26,194,2,8.190000000000001,0,distracted,1017,5,7.185185185185185,0
56,6,16,2,0,58,44,1,2.88,0,focused,336,10,0.7457627118644068,0
153,19,19,6,0,18,99,0,8.39,0,focused,2907,0,5.2105263157894735,0
125,6,21,0,1,9,63,2,5.95,1,distracted,750,15,6.3,0
102,8,21,6,0,23,93,3,4.659999999999999,1,addicted,816,30,3.875,0
161,19,7,4,3,18,60,2,11.629999999999999,0,focused,3059,5,3.1578947368421053,0
47,5,16,3,0,49,19,2,2.41,1,focused,235,20,0.38,0
101,4,6,1,2,20,154,0,5.83,0,addicted,404,-10,7.333333333333333,0
360,11,0,6,2,1,175,1,15.0,0,distracted,3960,0,87.5,1
39,5,12,3,1,57,70,1,3.17,0,focused,195,5,1.206896551724138,0
162,23,22,5,5,3,188,1,14.459999999999999,1,addicted,3726,-15,47.0,1
106,7,18,3,2,9,69,3,6.58,0,focused,742,20,6.9,0
245,25,23,5,3,2,360,0,15.35,0,addicted,6125,-15,120.0,1
82,10,18,6,2,19,190,3,6.459999999999999,0,distracted,820,20,9.5,0
75,3,16,4,0,38,54,5,2.85,0,focused,225,50,1.3846153846153846,0
13,6,12,6,0,58,109,2,1.59,0,focused,78,20,1.847457627118644,0
11,2,15,5,1,44,69,1,1.73,0,focused,22,5,1.5333333333333334,0
69,9,7,3,3,16,76,1,6.87,0,addicted,621,-5,4.470588235294118,0
46,19,18,3,0,8,130,1,5.18,0,addicted,874,10,14.444444444444445,0
22,7,17,5,0,39,95,4,2.06,0,focused,154,40,2.375,0
165,26,0,2,2,3,371,0,12.15,0,distracted,4290,-10,92.75,1
75,7,13,4,0,37,79,3,3.65,0,focused,525,30,2.0789473684210527,0
56,4,18,0,0,20,88,1,2.48,0,distracted,224,10,4.190476190476191,0
22,6,14,1,1,21,87,1,2.8600000000000003,1,focused,132,5,3.9545454545454546,0
73,1,17,3,0,55,50,4,2.3899999999999997,0,focused,73,40,0.8928571428571429,0
203,23,1,1,5,8,156,1,15.690000000000001,1,distracted,4669,-15,17.333333333333332,1
170,16,21,0,3,22,76,3,11.3,0,addicted,2720,15,3.3043478260869565,0
27,7,16,6,0,57,57,4,2.21,0,focused,189,40,0.9827586206896551,0
25,4,17,1,1,35,44,1,2.55,0,focused,100,5,1.2222222222222223,0
169,18,5,0,1,28,176,0,9.669999999999998,0,distracted,3042,-5,6.068965517241379,0
93,10,18,5,1,29,143,2,5.79,0,addicted,930,15,4.766666666666667,0
194,17,3,2,3,8,343,0,12.219999999999999,0,addicted,3298,-15,38.111111111111114,1
392,16,0,3,3,8,188,1,17.96,0,distracted,6272,-5,20.88888888888889,1
93,11,7,0,0,22,198,3,4.99,0,distracted,1023,30,8.608695652173912,0
162,29,22,1,2,5,234,0,12.66,0,distracted,4698,-10,39.0,1
72,5,6,3,3,24,100,1,6.159999999999999,1,distracted,360,-5,4.0,0
191,20,2,2,5,7,388,1,14.73,0,addicted,3820,-15,48.5,1
58,6,9,5,0,27,16,2,2.94,1,distracted,348,20,0.5714285714285714,0
38,6,9,6,0,56,93,1,2.34,0,focused,228,10,1.631578947368421,0
135,5,18,3,0,28,57,1,5.05,0,distracted,675,10,1.9655172413793103,0
59,5,13,6,0,39,61,5,2.77,1,focused,295,50,1.525,0
242,12,1,0,3,3,295,1,12.66,0,addicted,2904,-5,73.75,1
225,21,0,2,4,4,296,1,14.95,0,addicted,4725,-10,59.2,1
321,14,22,1,4,9,277,1,16.43,0,addicted,4494,-10,27.7,1
364,21,22,2,3,2,209,0,18.119999999999997,0,distracted,7644,-15,69.66666666666667,1
31,6,17,2,0,36,109,5,2.13,0,focused,186,50,2.945945945945946,0
94,13,6,4,1,24,148,3,6.42,0,distracted,1222,25,5.92,0
169,12,7,2,2,9,182,0,9.469999999999999,0,addicted,2028,-10,18.2,0
235,26,0,2,3,5,150,1,15.25,0,addicted,6110,-5,25.0,1
302,26,22,3,3,4,302,0,17.259999999999998,0,addicted,7852,-15,60.4,1
381,32,2,1,5,6,236,0,22.830000000000002,1,addicted,12192,-25,33.714285714285715,1
387,31,23,3,3,5,248,0,20.81,0,addicted,11997,-15,41.333333333333336,1
221,16,22,3,4,8,344,1,13.830000000000002,0,addicted,3536,-10,38.22222222222222,1
107,11,7,0,1,23,144,2,6.409999999999999,0,distracted,1177,15,6.0,0
111,11,21,3,0,25,97,0,5.529999999999999,1,focused,1221,0,3.730769230769231,0
33,2,14,4,1,52,32,5,2.3899999999999997,0,focused,66,45,0.6037735849056604,0
197,25,4,4,2,6,271,1,12.91,0,distracted,4925,0,38.714285714285715,1
363,30,2,6,3,8,179,1,19.889999999999997,0,distracted,10890,-5,19.88888888888889,1
54,16,18,0,1,16,133,2,5.82,0,addicted,864,15,7.823529411764706,0
213,18,0,6,3,9,399,1,12.99,0,addicted,3834,-5,39.9,1
23,7,14,6,1,23,74,4,3.09,0,focused,161,35,3.0833333333333335,0
54,5,7,5,0,10,167,1,2.62,0,addicted,270,10,15.181818181818182,0
382,33,1,1,4,7,184,1,22.06,0,addicted,12606,-10,23.0,1
147,23,2,1,5,6,293,1,14.01,1,distracted,3381,-15,41.857142857142854,1
125,18,23,3,4,3,192,0,11.35,0,addicted,2250,-20,48.0,1
13,2,13,3,0,31,11,1,0.79,0,distracted,26,10,0.34375,0
333,18,23,5,4,5,164,0,17.589999999999996,0,addicted,5994,-20,27.333333333333332,1
69,4,13,3,1,24,112,1,3.87,0,distracted,276,5,4.48,0
60,1,10,1,0,43,113,1,2.0,0,distracted,60,10,2.5681818181818183,0
68,1,15,6,1,30,104,2,3.2399999999999998,0,focused,68,15,3.3548387096774195,0
159,24,3,2,2,7,169,0,11.569999999999999,0,distracted,3816,-10,21.125,1
53,6,19,4,3,17,179,3,5.79,0,focused,318,15,9.944444444444445,0
210,15,4,2,4,7,187,0,13.3,0,addicted,3150,-20,23.375,1
67,13,21,2,2,22,53,0,6.609999999999999,1,focused,871,-10,2.3043478260869565,0
109,16,20,1,2,6,191,3,8.469999999999999,0,focused,1744,20,27.285714285714285,0
52,4,13,2,0,35,111,3,2.3600000000000003,1,distracted,208,30,3.0833333333333335,0
255,16,22,5,4,9,269,1,14.85,1,addicted,4080,-10,26.9,1
27,4,15,0,0,58,98,2,1.61,0,distracted,108,20,1.6610169491525424,0
63,5,17,3,1,28,72,5,3.8899999999999997,0,focused,315,45,2.4827586206896552,0
101,9,6,0,3,26,52,2,7.83,0,addicted,909,5,1.9259259259259258,0
28,2,9,6,1,38,60,3,2.2399999999999998,0,distracted,56,25,1.5384615384615385,0
48,18,6,4,3,29,196,0,8.040000000000001,0,distracted,864,-15,6.533333333333333,0
290,14,0,3,3,1,256,1,14.5,1,distracted,4060,-5,128.0,1
161,22,22,2,3,2,191,0,12.23,0,distracted,3542,-15,63.666666666666664,1
130,5,20,4,1,19,147,0,5.9,0,distracted,650,-5,7.35,0
142,6,18,3,2,26,106,0,7.459999999999999,0,focused,852,-10,3.925925925925926,0
64,5,15,5,1,44,35,1,3.9200000000000004,0,focused,320,5,0.7777777777777778,0
196,3,18,5,0,9,58,3,6.4799999999999995,0,addicted,588,30,5.8,0
147,17,3,5,4,6,176,1,11.809999999999999,0,distracted,2499,-10,25.142857142857142,1
39,2,17,5,0,22,71,4,1.5699999999999998,1,focused,78,40,3.0869565217391304,0
157,30,1,2,5,6,253,0,15.709999999999999,0,addicted,4710,-25,36.142857142857146,1
349,30,0,0,2,9,392,1,18.47,0,addicted,10470,0,39.2,1
47,4,14,3,0,39,82,1,2.21,0,focused,188,10,2.05,0
142,18,4,2,3,3,386,0,10.86,0,addicted,2556,-15,96.5,1
91,9,19,5,3,16,76,1,7.529999999999999,0,addicted,819,-5,4.470588235294118,0
59,4,10,6,1,54,104,2,3.5700000000000003,0,distracted,236,15,1.8909090909090909,0
50,1,9,0,1,28,72,5,2.7,0,distracted,50,45,2.4827586206896552,0
261,15,1,6,3,8,377,0,13.830000000000002,0,distracted,3915,-15,41.888888888888886,1
339,23,2,4,5,6,233,0,19.77,1,addicted,7797,-25,33.285714285714285,1
171,22,22,6,2,1,266,1,11.53,1,distracted,3762,0,133.0,1
381,13,22,4,4,5,312,1,18.03,1,distracted,4953,-10,52.0,1
68,6,11,4,1,49,109,2,4.24,0,focused,408,15,2.18,0
166,3,19,5,0,22,81,1,5.58,1,distracted,498,10,3.5217391304347827,0
166,23,4,4,5,7,306,0,14.580000000000002,0,addicted,3818,-25,38.25,1
220,14,4,1,4,4,334,1,13.4,1,distracted,3080,-10,66.8,1
47,5,5,3,3,18,139,3,5.41,0,distracted,235,15,7.315789473684211,0
36,19,8,3,3,26,167,3,7.88,0,distracted,684,15,6.185185185185185,0
375,24,1,5,2,5,151,1,18.05,0,addicted,9000,0,25.166666666666668,1
184,11,20,1,3,19,92,0,10.719999999999999,0,distracted,2024,-15,4.6,0
66,2,11,6,1,41,91,1,3.38,0,focused,132,5,2.1666666666666665,0
286,19,2,2,4,9,156,1,16.380000000000003,1,addicted,5434,-10,15.6,1
81,17,19,6,1,28,75,0,6.83,0,distracted,1377,-5,2.586206896551724,0
39,19,21,2,0,18,51,3,4.970000000000001,0,distracted,741,30,2.6842105263157894,0
57,2,11,4,1,28,95,1,3.11,0,focused,114,5,3.2758620689655173,0
203,16,23,0,4,8,156,1,13.290000000000001,0,addicted,3248,-10,17.333333333333332,1
48,7,16,2,1,44,114,3,3.84,0,focused,336,25,2.533333333333333,0
71,1,9,0,0,37,97,4,2.33,0,focused,71,40,2.5526315789473686,0
313,23,23,3,5,7,394,0,18.99,0,distracted,7199,-25,49.25,1
64,4,13,0,1,44,13,2,3.72,0,focused,256,15,0.28888888888888886,0
136,16,22,3,3,5,296,0,10.28,0,addicted,2176,-15,49.333333333333336,1
56,7,16,1,0,57,59,1,3.08,0,distracted,392,10,1.0172413793103448,0
34,4,17,1,1,34,41,2,2.82,0,focused,136,15,1.1714285714285715,0
49,12,18,5,1,28,83,0,4.87,0,focused,588,-5,2.8620689655172415,0
42,4,16,5,0,28,25,5,2.06,0,focused,168,50,0.8620689655172413,0
66,3,13,4,0,43,20,4,2.58,0,focused,198,40,0.45454545454545453,0
113,3,8,2,1,12,105,0,4.99,0,distracted,339,-5,8.076923076923077,0
132,18,7,4,0,25,91,3,7.56,0,focused,2376,30,3.5,0
357,28,1,3,2,5,166,1,18.31,0,distracted,9996,0,27.666666666666668,1
73,5,12,4,0,38,80,1,3.19,0,focused,365,10,2.051282051282051,0
183,4,6,0,2,29,167,0,8.290000000000001,0,distracted,732,-10,5.566666666666666,0
123,18,8,3,1,19,192,0,8.290000000000001,0,distracted,2214,-5,9.6,0
199,16,21,5,2,6,113,0,11.169999999999998,0,addicted,3184,-10,16.142857142857142,0
182,12,21,1,1,18,122,3,8.86,1,addicted,2184,25,6.421052631578948,0
38,7,10,5,0,24,49,3,2.54,0,focused,266,30,1.96,0
71,6,13,2,0,24,31,2,3.3299999999999996,0,focused,426,20,1.24,0
130,19,3,3,4,7,396,1,11.7,0,distracted,2470,-10,49.5,1
